Geography,EB,Age,EstimatedSalary,NumOfProducts,CreditScore,Tenure,HasCrCard,IsActiveMember,Exited,Gender
0,0.0,1,0,3,2,1,1,1,0,1
2,2.270637119,1,0,2,2,3,1,0,0,0
2,51.41493844,2,0,1,1,6,1,1,1,1
1,1.057150106,1,1,1,1,10,1,0,0,0
0,0.0,1,1,2,0,7,1,0,0,1
2,0.672260733,1,2,1,0,3,1,0,0,1
1,0.807383719,2,2,3,1,3,0,1,1,0
2,0.867165648,1,2,2,1,5,1,0,0,1
2,0.478077575,2,2,1,1,3,1,0,1,1
1,0.0,2,0,2,2,3,1,1,0,1
1,0.0,2,0,1,2,5,1,1,0,0
2,0.759650424,1,1,1,1,7,0,1,0,0
1,1.843647799,2,1,1,1,1,0,1,0,1
1,2.062183301,1,1,1,1,8,1,1,0,1
0,0.0,2,1,1,0,1,1,0,1,0
1,9.934293208,1,0,1,1,6,1,1,0,0
0,0.0,1,1,2,0,4,1,1,0,1
1,0.0,2,2,1,0,2,0,0,1,0
1,3.629948174,2,0,1,1,1,1,1,0,0
2,1.618257196,1,1,2,2,5,1,1,0,1
0,0.0,1,2,3,2,7,1,1,0,1
0,1.603199373,2,1,2,1,1,1,1,0,1
0,0.0,2,1,1,1,1,1,0,1,1
0,0.573097213,1,2,2,2,9,1,0,0,1
1,0.0,2,2,2,1,10,1,1,1,0
1,3.592659093,1,0,1,2,3,1,1,0,1
0,0.0,1,0,2,0,8,1,1,0,0
1,1.83523591,1,1,1,0,3,1,0,0,0
0,0.854591558,1,1,2,2,4,0,1,0,1
0,0.0,2,1,1,1,6,1,0,0,0
0,0.0,1,1,2,1,2,1,1,0,1
1,0.0,1,2,2,1,8,1,0,0,1
1,0.99213552,1,1,2,1,2,0,1,1,0
1,0.0,2,0,2,1,3,0,1,0,0
2,0.939220241,1,1,1,0,9,1,0,0,0
2,2.17892526,2,1,2,1,1,0,0,1,0
0,0.562017774,2,2,1,2,2,0,0,1,0
1,4.790702053,2,0,1,1,9,1,0,1,1
0,0.0,2,1,1,2,5,1,1,0,1
0,0.0,1,2,1,0,1,1,0,0,1
1,1.068018039,2,1,2,0,6,0,0,1,0
2,2.555134823,1,1,1,1,7,1,1,1,0
0,103.7209463,1,0,1,1,8,1,0,0,1
0,4.618329606,1,0,1,1,9,1,1,0,0
1,0.560623182,1,1,1,1,4,0,0,0,1
1,4.551837636,1,0,2,2,4,0,1,0,0
2,0.696121701,2,2,1,1,2,1,0,0,0
1,0.0,2,1,2,1,9,1,0,0,1
2,3.618022077,1,0,1,1,9,1,1,0,1
2,17.6157629,2,0,1,1,5,0,0,1,0
2,4.394106159,1,0,1,0,4,0,1,0,0
0,0.0,2,1,3,1,8,0,1,1,0
1,0.729184366,1,2,2,2,7,1,1,0,0
0,0.0,2,1,1,1,9,0,1,0,0
0,0.0,1,1,1,0,5,1,0,1,1
0,1.589023535,1,1,1,1,10,1,1,0,1
0,0.0,1,1,1,1,9,1,1,0,1
0,0.0,2,1,2,1,4,0,1,0,1
0,0.0,1,0,2,1,10,1,0,0,1
0,0.0,1,1,2,1,5,1,1,0,1
2,1.284789032,2,1,1,1,2,1,0,0,0
0,0.75112158,1,2,1,0,10,0,0,0,1
0,0.0,1,0,2,1,6,1,0,0,0
0,9.524900767,2,0,1,1,2,1,1,0,0
1,1.119890079,1,1,1,1,1,1,1,0,1
2,0.83363429,1,2,1,1,8,1,1,0,1
1,0.0,1,1,1,2,0,1,0,1,0
1,1.899528938,1,1,2,2,6,1,0,0,1
2,0.727599593,2,2,1,1,8,1,0,1,0
1,1.599522802,2,1,1,0,7,1,1,0,1
1,0.0,1,2,2,1,8,1,1,0,0
0,1.604872242,1,1,1,1,9,1,0,0,1
1,1.105284344,1,2,1,1,10,0,1,0,0
2,1.866109754,2,1,2,0,5,1,1,0,0
2,1.627252147,1,1,2,1,3,0,1,0,1
1,4.876932473,2,0,1,0,2,0,1,0,0
1,0.873326116,1,1,1,2,7,0,0,0,1
0,1.506038089,1,1,1,0,1,1,1,0,1
0,10.21664199,2,0,1,2,2,1,0,0,1
0,0.0,2,1,2,1,1,1,1,0,1
1,3.158205262,1,0,1,2,3,1,0,0,0
0,0.0,2,1,1,1,1,1,0,1,0
2,2.015305631,2,1,1,0,6,1,0,1,0
1,1.206112956,1,1,1,2,10,1,0,0,0
2,13.53979732,2,0,2,0,3,1,1,0,1
0,1.356401483,1,0,2,2,6,0,0,1,1
1,0.0,2,1,2,1,5,1,0,0,0
1,0.0,1,1,2,1,1,0,0,0,0
0,0.821949544,2,2,1,1,1,0,1,0,1
0,6.100168316,2,0,1,2,10,0,1,0,0
0,0.710489033,1,2,1,2,4,0,0,0,0
1,0.741037418,2,2,1,2,5,1,0,1,1
0,2.658941031,1,0,1,1,5,1,0,0,0
0,1.131987512,1,1,1,0,1,1,1,0,0
2,0.778055365,1,2,1,1,5,1,0,1,0
0,4.921269549,1,0,1,2,9,1,0,1,0
0,2.046600277,1,0,1,1,8,1,0,1,0
0,0.0,1,1,2,2,3,1,1,0,0
0,9.142999254,1,0,1,0,7,1,0,0,1
0,0.0,1,1,2,0,4,1,0,0,0
0,0.0,1,1,2,1,6,1,1,0,1
0,0.0,2,2,2,1,4,1,1,0,0
0,0.0,2,0,1,2,7,1,1,0,1
0,1.391364355,2,1,1,1,3,1,0,0,1
2,6.947379227,2,0,1,0,4,1,1,1,1
1,17.23257963,1,0,2,2,8,1,1,0,1
2,0.920522494,1,1,1,0,8,1,1,0,1
1,8.974870961,1,0,1,0,6,0,1,0,1
2,0.656310656,2,2,2,1,1,1,1,0,0
0,0.915458308,2,1,1,0,9,1,1,0,1
0,0.0,1,0,2,2,6,1,0,0,0
2,2.433769363,2,0,1,1,3,1,1,0,0
1,0.988287803,2,1,1,1,8,1,1,0,1
0,0.0,1,1,2,1,2,1,1,0,1
0,0.0,2,1,2,1,4,1,1,0,1
0,0.0,2,1,2,1,1,0,1,0,0
0,0.0,1,1,2,1,9,1,1,0,1
0,0.789544704,1,2,1,0,3,0,1,0,0
0,0.0,1,1,2,0,3,1,1,0,1
1,2.176808528,2,1,1,1,3,1,1,0,1
0,20.95238396,2,0,1,1,5,1,1,0,0
2,4.076882514,2,0,2,1,3,0,0,0,0
0,0.0,2,1,2,1,9,0,1,0,1
0,0.0,1,0,1,1,0,0,0,0,1
1,6.213733639,1,0,2,1,6,1,1,0,0
1,0.0,1,2,2,0,5,1,1,0,1
0,0.0,1,0,2,0,5,1,1,0,0
1,1.324028652,1,1,2,1,4,1,0,0,0
2,0.694868587,2,1,1,2,7,0,1,1,1
1,0.0,2,0,2,2,1,1,1,0,0
1,0.0,1,0,2,1,3,1,0,0,0
0,1.241048718,2,1,1,0,5,0,1,0,1
1,0.93598857,2,1,1,1,5,0,1,0,1
2,0.881887119,2,2,1,1,4,0,1,0,0
2,1.642263507,1,1,2,2,8,0,0,0,0
0,1.504704021,1,1,1,0,9,0,0,0,1
1,6.090927113,2,0,1,1,2,0,0,1,1
0,0.61790581,1,2,2,1,2,1,1,0,0
2,1.020593994,2,1,1,2,5,1,0,1,0
0,3.50666007,2,0,1,1,7,1,0,1,0
0,2.134353822,1,0,1,1,5,1,0,0,0
2,1.812599835,1,1,2,1,1,1,0,0,1
0,0.981644097,2,1,2,2,1,1,0,0,1
2,23.86644644,1,0,1,2,8,0,0,0,1
0,0.0,1,2,2,1,6,1,1,0,1
0,0.885758814,2,1,1,2,2,1,1,0,0
0,0.0,2,0,2,1,6,1,1,0,1
1,0.837399523,2,1,1,0,1,1,1,1,1
2,0.879667558,2,1,2,0,1,1,1,1,0
1,0.0,1,0,2,2,2,1,1,0,1
2,1.687192684,1,1,1,2,0,1,1,0,1
0,0.0,1,1,2,2,5,1,0,0,0
0,4.804667447,1,0,1,1,7,0,0,0,1
1,1.02760384,2,1,2,1,2,0,1,0,0
1,0.0,1,1,2,0,1,0,1,0,1
2,0.511118622,1,1,2,1,2,1,1,0,1
2,8.228383155,1,0,3,2,5,1,0,1,1
2,2.684187903,1,0,1,1,4,1,1,0,1
0,0.0,2,0,2,1,4,1,0,0,1
0,0.0,1,0,2,0,8,0,1,0,0
0,0.838809299,1,1,2,1,3,1,0,0,0
0,1.266239835,2,1,1,0,0,0,0,0,1
2,0.894618272,1,1,1,1,6,1,0,0,1
1,1.29932439,1,1,1,1,1,1,0,0,1
0,0.838165044,2,2,1,0,3,1,0,0,0
1,5.201747099,1,0,3,1,3,1,0,1,0
0,0.0,1,1,2,2,9,1,0,0,1
2,0.322074384,1,2,1,0,4,0,0,0,0
1,0.0,2,0,2,1,5,0,0,0,0
0,0.0,2,2,2,0,10,0,0,0,1
0,0.0,2,0,1,1,5,1,1,0,0
1,1.392004495,2,2,2,1,2,1,1,1,0
1,0.729581532,2,2,2,0,6,1,1,1,0
0,0.0,1,1,2,1,1,0,0,0,1
0,1.003146994,1,2,1,2,2,1,0,0,0
0,0.832592698,1,1,1,1,3,1,1,0,1
0,1.836095719,2,1,2,2,10,1,1,0,0
0,0.0,1,1,2,0,9,0,1,0,1
0,0.0,1,0,3,1,7,1,1,0,0
0,1.681806573,1,1,1,1,5,1,0,0,0
0,0.0,2,1,1,0,1,0,0,1,0
0,5.822016039,1,0,1,1,6,1,1,0,1
0,0.0,1,2,2,2,10,0,0,0,0
1,1.266611273,1,1,1,1,3,0,0,0,1
2,1.888082915,2,1,2,2,9,1,0,1,1
2,0.72901877,2,2,1,0,7,0,1,1,0
0,0.0,2,1,1,0,6,1,1,0,1
1,2.085565049,2,1,1,2,6,1,1,0,1
0,0.681135891,1,2,1,0,2,0,1,0,1
0,0.0,2,2,2,2,6,1,0,0,1
0,2.139996281,1,0,2,1,8,1,0,0,0
0,3.465536275,1,0,1,1,7,0,1,0,0
0,1.246802586,1,1,1,0,8,1,1,0,1
0,0.703391617,1,2,1,1,7,1,1,0,1
0,0.550781175,2,2,3,1,2,0,0,1,0
0,0.0,2,1,2,1,8,1,1,0,1
0,0.0,1,1,2,1,5,1,1,0,1
0,1.103084374,0,1,1,2,2,0,0,0,1
1,3.275481097,2,1,1,0,5,1,0,0,0
1,1.050542511,1,1,1,2,2,1,1,0,1
2,1.004785018,2,1,2,0,4,1,1,0,1
0,0.0,2,1,2,1,0,0,1,0,1
2,1.303279046,2,1,1,2,9,1,0,0,0
0,27.36573652,1,0,1,0,7,1,1,0,0
2,46.47496423,1,0,2,2,2,1,0,0,1
1,11.67650272,1,0,2,2,5,1,0,0,0
0,1.111962284,1,1,2,2,9,1,0,0,1
2,1.627329914,1,1,2,1,2,1,0,0,0
1,0.0,1,1,2,2,2,1,1,0,0
0,2.167684809,1,1,1,1,9,1,0,0,0
0,1.620497645,2,1,1,1,5,1,1,0,1
0,0.688122491,2,2,1,1,5,1,0,0,0
0,1.399592966,1,1,1,1,5,1,0,1,0
2,2.156836359,1,0,1,1,6,0,0,1,0
2,3.625984442,1,0,1,2,1,1,0,0,0
2,0.887099776,2,2,3,1,2,1,1,1,1
1,0.951320797,1,1,1,1,2,1,0,0,0
0,0.0,2,2,2,1,2,0,1,0,0
2,0.735760645,2,2,2,2,9,0,0,1,1
1,0.995826983,2,1,2,1,2,0,0,0,1
0,4.680946017,2,0,1,0,1,0,1,1,0
2,2.744745525,1,0,2,2,2,0,0,1,0
0,3.15039537,1,0,1,1,4,0,0,0,1
0,0.0,1,0,2,1,2,0,1,0,1
0,1.123506511,1,1,1,2,3,0,0,0,1
2,0.714971493,2,2,2,1,6,1,0,1,1
0,1.153009005,1,1,1,1,7,1,1,0,1
2,0.970989143,2,1,1,1,7,1,0,1,0
1,7.404335092,1,0,1,1,9,0,0,1,1
0,0.0,1,1,2,2,8,1,1,0,1
1,0.983274,1,1,1,1,8,0,0,0,0
0,0.0,1,2,2,1,8,1,0,0,1
0,1.036423294,1,1,2,2,1,0,1,0,0
0,0.0,2,1,2,0,2,0,1,0,1
0,0.0,1,1,2,0,8,0,0,0,0
2,0.60994125,2,2,1,2,7,1,1,1,1
1,1.365673134,1,1,1,2,5,0,1,0,1
0,0.0,1,1,2,1,1,1,1,0,1
2,3.766230305,2,0,1,1,2,0,1,0,1
1,0.0,1,1,2,0,0,1,0,0,0
1,0.968294529,2,2,1,1,8,1,1,0,1
0,0.882316385,1,1,2,1,2,1,1,0,1
0,0.0,2,1,2,1,3,1,1,0,1
2,1.001853953,2,1,1,2,6,1,0,0,0
2,1.213681445,1,1,1,2,1,1,1,0,0
0,0.0,1,2,1,1,1,1,0,0,1
2,1.088442623,1,1,2,2,8,0,0,0,1
0,0.898514448,2,1,1,1,9,0,1,0,0
2,1.237363812,1,1,1,0,3,1,0,0,1
0,4.93808938,1,0,2,1,6,1,1,0,0
2,1.293473386,2,1,1,1,9,0,1,0,0
0,0.0,2,2,2,1,7,1,1,0,1
2,2.444052572,2,0,2,1,0,0,1,0,0
2,2.612443527,1,0,2,1,7,1,1,0,0
1,0.0,1,1,2,0,9,0,1,0,0
0,0.842049423,1,2,2,2,4,0,1,0,1
1,0.0,2,0,1,2,9,0,0,1,0
0,0.0,1,2,1,2,0,0,0,0,0
0,0.0,2,2,2,1,5,1,1,0,1
2,1.225632321,2,1,1,1,10,1,1,0,1
0,0.784216888,1,1,1,1,6,1,0,0,0
0,0.0,1,2,2,1,10,1,0,0,0
1,0.707461582,2,2,2,1,7,0,1,0,1
1,0.0,1,1,2,0,3,1,1,0,0
2,1.374835116,1,1,3,0,8,1,1,1,1
0,0.0,1,0,2,1,2,0,0,0,0
0,1.081837725,1,1,2,2,5,1,0,0,1
0,0.0,1,2,2,1,8,1,0,0,1
2,1.191422241,2,1,1,0,2,0,0,1,0
1,0.456624552,1,2,1,0,9,1,1,0,1
0,0.798712396,2,2,2,2,6,1,0,0,0
2,1.572313117,1,1,2,1,4,1,0,0,1
0,1.271951081,1,1,1,2,5,0,0,0,0
1,0.0,1,1,1,1,8,1,0,0,1
1,1.239075583,2,1,1,2,9,0,1,1,0
1,0.0,1,1,2,1,4,1,0,0,1
2,44.27753791,1,0,2,0,8,1,1,0,1
0,0.0,2,2,2,1,5,1,1,0,0
1,0.0,2,0,2,2,1,1,1,0,1
2,0.856714344,1,1,2,1,2,1,1,0,0
0,0.0,1,0,2,0,10,1,0,0,0
0,0.0,1,1,2,1,6,1,1,0,0
1,0.0,2,2,1,1,5,0,1,0,0
2,1.114101916,1,1,1,2,1,1,1,0,0
2,0.667132305,1,2,2,1,3,1,1,0,1
0,0.0,1,0,2,1,6,0,0,0,0
0,14.19759326,1,0,2,0,2,1,0,0,1
1,0.0,1,1,2,1,3,1,1,0,0
2,1.385930682,2,1,1,1,5,1,1,0,0
1,0.0,2,0,1,0,3,0,1,1,0
0,0.59616591,1,1,1,0,4,0,0,0,1
2,1.580867146,2,1,1,2,6,0,0,1,1
0,1.047930513,1,2,1,2,1,0,0,0,0
2,0.295163969,1,2,1,1,8,0,1,0,1
1,0.0,2,0,1,2,5,1,0,1,0
0,1.484598187,2,1,1,1,3,1,0,0,1
0,0.591812139,2,1,1,0,7,0,0,0,1
2,3.1613851,1,0,2,1,6,0,0,0,1
0,0.0,2,1,2,0,5,1,0,0,0
1,0.821089293,2,2,1,1,1,1,1,0,1
0,1.628801671,1,1,1,1,0,0,1,0,1
2,3.792663048,2,0,2,1,1,1,0,0,1
2,0.857189276,2,1,2,1,1,0,0,1,0
2,3.937216885,2,0,1,0,8,1,1,0,0
0,0.0,2,0,2,1,6,1,1,0,0
0,0.0,2,1,2,1,8,0,1,0,0
1,0.0,1,2,2,0,4,1,0,0,1
2,1.436407708,2,1,1,0,5,1,0,1,0
1,0.824424664,1,2,2,2,7,0,1,0,1
1,1.089417361,1,1,1,0,9,1,1,0,1
0,0.0,2,2,2,1,1,1,0,1,1
0,1.950889998,2,1,1,1,8,1,0,1,1
0,0.916872147,1,2,1,0,2,1,0,1,0
0,0.976658605,2,1,1,2,7,1,1,0,1
0,0.0,2,1,2,1,6,0,1,0,1
0,0.0,1,2,2,1,4,0,0,0,1
2,0.585301242,1,1,2,1,10,0,1,0,0
0,3.633021094,1,0,2,0,1,1,1,0,1
0,1.545860349,2,1,1,1,1,1,0,1,0
2,0.996626918,2,1,2,1,6,1,0,1,1
0,0.0,1,2,1,0,4,1,1,0,1
0,0.0,1,0,1,0,8,1,1,0,0
2,14.08382813,2,0,3,1,7,1,0,1,0
0,10.88013881,1,0,2,2,2,1,1,0,0
0,0.0,1,0,2,0,7,1,0,0,1
0,23.0506645,1,0,2,1,5,0,1,0,0
0,0.644422732,1,2,1,0,9,0,0,0,0
2,1.411984789,1,1,1,0,1,0,1,0,0
1,0.0,2,0,2,1,4,1,1,0,0
0,2.12698042,1,1,1,0,3,1,0,0,0
0,1.437321,2,1,2,0,9,1,1,0,0
0,0.0,2,0,1,2,6,1,0,1,0
0,0.0,2,1,3,1,4,1,0,1,0
0,0.709956083,1,2,1,0,6,1,0,0,1
0,0.741078059,2,1,1,1,4,1,0,1,0
0,0.646192137,2,1,1,0,7,1,1,0,1
0,0.0,1,2,2,0,7,1,1,0,1
1,10.03142595,1,0,1,2,0,1,0,0,1
0,0.0,2,0,2,1,2,1,1,0,1
2,0.791632829,2,1,1,2,3,1,1,0,1
0,14.06840187,2,0,1,0,8,0,1,0,0
1,2.144133293,1,1,1,2,8,0,0,0,1
2,9.652276663,1,0,2,0,2,1,1,0,1
0,0.0,2,1,1,0,9,1,0,0,1
0,0.0,2,1,3,1,3,1,1,1,0
2,2.315806098,1,1,2,2,8,1,0,1,0
2,0.396000178,1,2,1,2,5,1,1,0,1
0,0.0,1,1,2,2,8,1,0,0,1
0,0.0,1,2,1,1,6,1,0,0,0
0,0.800044521,1,1,1,0,2,1,0,1,0
2,7.551847618,1,0,1,1,2,1,0,0,1
2,1.294806075,1,1,2,2,1,1,0,1,1
0,1.910729983,1,1,2,1,7,0,1,0,1
0,0.607569187,2,1,1,1,7,1,1,0,0
0,0.782286572,1,2,2,0,5,1,0,0,1
0,0.0,2,2,1,1,4,0,0,1,1
0,0.0,2,1,1,1,9,1,1,1,0
0,3.981393291,1,0,1,1,6,1,1,0,1
0,0.906368424,2,1,1,0,1,1,0,1,0
1,1.075024917,1,1,1,1,10,1,1,0,1
1,0.0,1,0,2,2,7,1,0,0,1
0,1.459561932,1,1,2,1,6,1,1,0,1
1,0.91491949,2,1,1,1,6,1,1,0,0
1,0.0,1,1,1,0,4,1,0,0,0
2,1.413673769,1,1,1,2,1,1,0,0,1
0,0.642567166,1,2,1,0,10,1,1,0,1
0,0.0,2,1,1,1,6,1,0,0,1
0,0.0,1,1,1,0,6,1,1,1,1
0,0.823509464,2,1,1,1,3,1,1,0,0
1,0.0,1,1,2,2,3,0,0,0,1
1,0.0,2,0,2,0,9,1,0,0,1
0,0.0,2,0,2,2,5,0,1,0,1
1,0.0,2,0,1,1,1,1,0,1,1
0,0.0,2,2,3,0,5,1,0,1,1
2,8.579298619,0,0,1,0,1,1,1,0,0
0,1.024812115,1,1,1,2,9,1,1,0,0
2,226.9425993,1,0,2,1,1,1,1,0,0
1,0.0,1,0,1,2,3,1,1,0,1
2,0.870128012,1,2,1,1,5,1,1,0,1
2,1.481687137,2,1,2,0,8,1,1,0,1
0,0.918372619,1,1,1,2,7,0,0,0,0
1,3.41715682,1,0,1,1,6,0,0,0,1
2,3.01479751,2,0,2,0,9,1,1,0,1
2,233.6651283,2,0,2,1,8,1,0,0,0
1,0.0,1,1,1,0,1,0,1,1,1
1,0.0,1,0,3,1,9,1,1,0,1
0,0.0,1,1,2,1,3,0,1,0,0
0,1.135290651,2,1,1,2,8,1,1,1,1
2,0.751655034,2,2,1,2,5,0,1,0,0
0,0.0,1,1,1,0,4,1,1,0,0
0,0.434545386,1,2,1,2,10,1,0,0,0
1,0.832489357,1,1,1,1,1,1,1,0,1
0,0.0,1,2,2,1,8,0,0,0,0
0,0.0,2,2,1,0,6,1,0,1,0
2,0.909101413,1,1,1,1,8,1,0,0,0
0,0.514003942,1,1,1,2,8,1,0,0,1
1,0.6460181,1,1,2,1,5,1,1,0,0
1,0.0,1,2,1,1,4,1,0,1,0
0,20.86327643,1,0,1,1,5,1,1,1,0
0,1.113998056,2,1,1,1,4,1,1,0,1
0,3.453373179,2,0,1,1,3,0,0,1,0
0,3.024171624,2,0,2,1,8,1,1,0,0
2,34.53947237,1,0,1,2,8,1,0,0,1
2,0.589506472,2,2,1,0,9,0,1,0,0
1,1.046522728,1,1,1,1,0,1,1,0,1
1,0.997427331,2,2,2,1,2,0,1,1,0
0,1.855078809,2,1,1,1,4,0,0,0,0
1,0.0,2,1,2,2,0,0,1,0,0
1,0.0,2,1,2,2,8,1,1,0,0
1,18.35493817,1,0,1,0,8,0,0,0,1
0,5.385654446,1,0,1,1,6,1,1,0,0
2,0.823331125,1,1,1,2,1,1,1,0,0
1,1.213911888,1,1,1,1,4,1,0,0,1
1,2.525455391,1,0,1,1,7,1,1,0,1
1,0.88413035,2,1,3,0,4,1,0,1,1
2,0.9875487,2,1,1,1,4,1,1,1,0
0,1.597677954,2,1,1,1,5,1,1,0,0
0,0.917283606,1,2,1,0,6,1,1,0,0
1,0.0,1,0,2,1,9,0,0,0,0
0,1.056577488,1,1,1,0,3,0,0,0,1
2,1.09081772,2,1,2,1,9,0,1,0,1
0,2.901332323,2,0,1,1,10,1,1,0,0
0,0.0,1,1,2,2,3,1,1,0,1
2,0.515398755,2,2,2,1,5,0,0,0,1
1,0.54067026,1,2,2,2,7,0,1,0,0
0,0.881701775,1,1,2,2,5,1,0,0,1
1,11.45923775,1,0,1,2,8,0,1,0,0
0,1.977099588,2,1,1,1,8,1,0,1,0
0,0.0,1,1,2,0,4,1,0,0,0
0,1.714117146,2,1,1,1,8,1,0,0,0
0,0.0,2,1,2,0,7,1,0,0,0
0,1.297074388,1,2,1,1,0,0,0,0,1
2,0.47323267,2,2,2,2,0,0,0,0,0
0,0.0,1,0,2,1,7,1,1,0,1
2,1.844383871,1,1,1,1,6,0,0,1,0
0,10.62242815,1,0,2,2,1,0,1,0,1
2,0.898745103,1,1,2,0,9,1,1,0,1
0,1.785071462,1,1,1,0,1,1,0,0,1
1,1.484257498,1,1,1,0,0,1,0,1,1
1,1.431319775,1,1,2,1,7,1,1,0,1
0,1.194877838,2,1,1,2,3,1,0,1,0
0,1.406754117,1,1,2,1,5,1,0,0,1
0,0.696915591,1,1,2,1,2,1,1,0,0
2,0.464153091,2,1,2,2,3,0,1,0,0
1,0.932161746,1,1,1,1,7,0,0,0,0
1,0.844545529,2,1,2,2,9,1,0,0,1
1,0.0,1,1,3,1,9,0,1,0,1
1,0.0,2,1,2,2,3,0,1,0,1
1,17.89696057,2,0,1,1,7,0,1,0,1
2,16.93746403,1,0,2,2,4,1,1,0,0
0,1.136840527,1,1,1,2,1,0,0,0,0
2,30.29052749,2,0,2,1,8,1,0,0,0
0,0.0,2,1,2,2,10,1,1,0,0
2,0.276491692,1,2,2,2,1,1,1,0,1
0,2.609478688,2,1,2,1,3,0,0,1,0
2,2.107318687,1,0,2,1,7,1,0,0,0
2,2.165655261,2,1,3,0,5,0,0,1,1
1,0.0,1,0,2,0,6,1,0,0,0
0,2.71842713,2,0,1,0,7,1,1,0,1
0,0.0,2,1,1,0,6,1,0,1,1
1,0.0,2,2,1,1,0,1,1,0,1
0,0.0,1,1,1,2,10,1,0,1,1
1,0.889556303,1,1,1,2,3,1,1,0,1
0,0.0,1,0,2,0,4,0,1,0,0
1,0.0,1,1,2,1,4,1,1,0,1
1,0.0,2,2,2,0,3,0,1,0,0
0,0.528558846,1,2,1,1,5,1,1,1,0
2,1.950742733,1,0,2,0,7,1,0,0,1
2,2.205754786,2,1,1,2,7,1,0,0,1
2,1.729435444,2,1,1,2,5,1,0,1,0
0,0.0,1,0,1,1,1,1,0,0,1
0,1.047432817,2,2,1,1,6,1,0,1,1
1,0.526972562,1,2,2,0,6,1,1,0,1
0,2.589845675,2,1,2,0,1,0,1,0,0
0,0.0,1,1,2,1,3,1,1,0,1
0,1.724421344,1,1,1,2,4,1,0,0,0
0,0.0,1,1,2,0,4,1,0,0,0
0,0.0,1,2,2,1,6,0,0,0,1
2,2.082395072,1,1,1,2,0,0,1,0,1
1,0.0,1,1,2,2,9,1,1,0,1
1,0.0,2,2,1,1,10,1,1,0,1
0,0.799958265,1,1,1,2,1,0,0,0,1
0,0.0,1,0,2,1,3,0,0,0,0
1,0.0,1,1,2,2,4,0,1,0,1
0,0.662331139,1,2,2,1,1,0,1,0,1
0,0.0,2,2,2,1,3,0,1,0,1
1,0.0,1,0,1,1,0,1,0,0,1
0,1.668995185,1,1,1,0,2,1,0,0,1
0,0.0,1,2,2,1,1,1,1,0,0
0,0.601991811,1,1,1,0,1,1,1,0,1
0,0.0,2,1,1,1,3,1,1,0,0
1,20.75047851,2,0,1,0,3,1,1,0,1
0,0.0,1,2,2,2,5,1,0,0,1
1,0.961683816,1,1,1,1,7,1,0,1,0
0,0.0,1,0,2,0,1,1,0,0,1
0,1.082848234,1,1,2,1,4,1,1,0,0
1,1.401016282,1,1,2,1,6,1,0,0,1
1,0.0,2,0,1,2,1,1,0,1,0
0,0.0,2,1,1,2,4,1,0,1,0
2,0.416355924,1,1,1,2,5,1,0,0,1
2,2.058155045,1,1,1,1,3,1,0,1,1
0,0.0,1,2,1,1,4,0,1,0,1
1,4.037029711,2,0,1,1,2,1,1,0,0
2,0.556980113,1,2,1,1,3,1,0,0,1
1,1.875347873,2,0,1,1,6,1,1,0,0
1,4.661179212,1,0,1,1,7,1,0,0,0
1,0.0,2,2,2,0,3,1,1,0,0
1,0.0,1,0,2,1,3,1,0,0,1
0,0.682097055,2,2,1,0,1,0,0,1,0
2,2.338608744,1,0,2,1,8,0,0,0,1
0,0.634455458,1,1,1,2,7,0,0,0,1
1,0.827011414,2,2,1,0,8,1,0,0,0
1,0.0,1,1,2,1,4,1,1,0,0
2,0.854200332,1,1,1,1,9,1,0,1,1
0,0.625268078,1,2,1,2,5,1,1,0,1
0,0.0,0,1,2,2,4,1,1,0,0
0,3.939215052,1,0,2,0,4,0,0,1,1
0,0.0,2,0,1,2,10,1,1,1,0
2,1.663986421,1,1,2,1,4,1,0,0,1
0,0.0,2,0,1,1,6,1,0,1,1
0,3.552753217,1,0,1,2,7,1,0,1,1
2,0.987043234,2,2,1,1,5,1,0,1,0
2,4.581735721,2,0,1,1,8,1,1,0,1
1,0.0,1,2,2,1,6,0,1,0,0
1,0.0,1,1,2,0,6,0,0,0,1
0,3.083199073,1,0,2,0,7,1,1,0,0
2,0.85969241,1,2,2,2,6,1,1,0,0
1,0.0,1,1,2,1,8,1,0,0,1
0,7.201103379,1,0,1,1,3,1,0,0,1
2,34.96820184,2,0,2,1,8,1,1,0,0
0,0.954330952,1,1,1,1,10,1,1,0,1
2,64.31119778,1,0,1,2,7,0,1,0,0
1,0.0,1,1,1,0,8,1,0,0,0
1,0.50609109,1,2,1,1,0,1,0,1,1
0,0.0,1,1,2,1,5,1,0,0,0
0,0.0,1,1,2,2,8,1,0,0,1
0,0.0,2,2,1,2,5,1,0,1,1
0,1.423852754,1,1,3,1,2,0,0,1,1
0,0.0,1,0,2,0,10,1,0,0,0
1,0.0,1,0,2,2,2,1,1,0,1
0,3.057782551,2,0,2,1,3,1,1,0,0
2,0.670718347,1,1,1,0,4,1,1,0,0
0,0.947611774,1,1,1,2,7,1,1,0,1
0,0.616851257,2,2,1,1,4,0,1,1,1
0,0.0,1,1,2,1,4,1,1,0,1
0,0.0,1,0,2,2,0,1,0,0,1
0,0.0,1,1,1,1,4,1,0,1,1
2,1.372064887,1,1,3,2,3,1,1,1,0
0,0.0,1,2,2,0,6,1,0,0,1
0,1.440166426,1,1,2,2,4,0,0,0,0
1,0.0,1,0,2,0,7,1,1,0,1
